Fruit,spot,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,led current,saturation check,time,%DM,lycopene (DW),lycopene (FW),beta-carotene (DW),beta-carotene (FW)
32,C,64,100,0.105676504,0.104665168,0.1963186,0.228196306,0.342176333,0.368546533,White LED,12.5 mA,b'OK Read',12:31:23,5.14052392,38.26040352,1.966785195,9.381094794,0.482237422
32,D,64,100,0.153915716,0.150527057,0.245931736,0.270375806,0.42535645,0.47579674,White LED,12.5 mA,b'OK Read',12:33:16,5.14052392,38.26040352,1.966785195,9.381094794,0.482237422
33,A,64,100,0.215760854,0.248054444,0.428428495,0.44314618,0.439797293,0.336646488,White LED,12.5 mA,b'OK Read',09:50:55,5.094940994,15.7447004,0.802183195,5.460384652,0.278203376
33,B,64,100,0.148900636,0.176076295,0.366205982,0.378068611,0.441719763,0.395221573,White LED,12.5 mA,b'OK Read',09:58:20,5.094940994,15.7447004,0.802183195,5.460384652,0.278203376
33,C,64,100,0.238324972,0.193676139,0.41320023,0.416537072,0.519780766,0.443484171,White LED,12.5 mA,b'OK Read',10:00:58,5.094940994,15.7447004,0.802183195,5.460384652,0.278203376
33,D,64,100,0.181847228,0.199457516,0.45117392,0.429355047,0.436846529,0.263725484,White LED,12.5 mA,b'OK Read',10:02:38,5.094940994,15.7447004,0.802183195,5.460384652,0.278203376
34,A,64,100,0.14251371,0.124010545,0.275297072,0.295103978,0.447867189,0.425609143,White LED,12.5 mA,b'OK Read',10:48:56,5.195658297,28.58102712,1.484972507,8.194149558,0.425740011
34,B,64,100,0.18139745,0.17000584,0.322776312,0.363841751,0.476011176,0.465530064,White LED,12.5 mA,b'OK Read',10:50:49,5.195658297,28.58102712,1.484972507,8.194149558,0.425740011
34,C,64,100,0.11487456,0.124177316,0.221416163,0.244449354,0.379552613,0.407367436,White LED,12.5 mA,b'OK Read',10:52:44,5.195658297,28.58102712,1.484972507,8.194149558,0.425740011
34,D,64,100,0.140872005,0.100729375,0.220785689,0.232662639,0.345127097,0.353513172,White LED,12.5 mA,b'OK Read',10:54:46,5.195658297,28.58102712,1.484972507,8.194149558,0.425740011
35,A,64,100,0.157581445,0.186282657,0.348722563,0.379985853,0.456317082,0.402784087,White LED,12.5 mA,b'OK Read',11:39:28,4.86436719,46.2372149,2.249147911,9.587451186,0.46636883
35,B,64,100,0.108172785,0.123443511,0.266058279,0.294581093,0.411809791,0.391738242,White LED,12.5 mA,b'OK Read',11:41:22,4.86436719,46.2372149,2.249147911,9.587451186,0.46636883
35,C,64,100,0.128660397,0.11143604,0.293653441,0.31116094,0.426697707,0.381654883,White LED,12.5 mA,b'OK Read',11:43:18,4.86436719,46.2372149,2.249147911,9.587451186,0.46636883
35,D,64,100,0.129694907,0.13111496,0.279395125,0.295060403,0.412189818,0.37601738,White LED,12.5 mA,b'OK Read',11:45:09,4.86436719,46.2372149,2.249147911,9.587451186,0.46636883
36,A,64,100,0.105923869,0.124143951,0.189407684,0.218217889,0.331289822,0.408329942,White LED,12.5 mA,b'OK Read',12:20:53,5.195858433,52.09906484,2.706993654,8.041165356,0.417807568
36,B,64,100,0.104574525,0.10993512,0.242803627,0.269199303,0.390394432,0.420659142,White LED,12.5 mA,b'OK Read',12:23:01,5.195858433,52.09906484,2.706993654,8.041165356,0.417807568
36,C,64,100,0.100414036,0.089222218,0.153931627,0.1788489,0.251440486,0.375421527,White LED,12.5 mA,b'OK Read',12:24:59,5.195858433,52.09906484,2.706993654,8.041165356,0.417807568
36,D,64,100,0.123600343,0.166203486,0.225295974,0.284624462,0.384202296,0.457371736,White LED,12.5 mA,b'OK Read',12:27:04,5.195858433,52.09906484,2.706993654,8.041165356,0.417807568
37,A,64,100,0.084986478,0.092590967,0.176749787,0.203293855,0.303995289,0.366392361,White LED,12.5 mA,b'OK Read',13:19:04,5.617269398,24.98155454,1.403281218,7.875554859,0.442391133
37,B,64,100,0.183174085,0.20662864,0.402530746,0.419507353,0.422360976,0.305113075,White LED,12.5 mA,b'OK Read',13:20:58,5.617269398,24.98155454,1.403281218,7.875554859,0.442391133
37,C,64,100,0.152926196,0.182680418,0.323382525,0.356760984,0.369359081,0.296450563,White LED,12.5 mA,b'OK Read',13:22:57,5.617269398,24.98155454,1.403281218,7.875554859,0.442391133
37,D,64,100,0.181262512,0.234279197,0.393316167,0.426805965,0.452606273,0.361121531,White LED,12.5 mA,b'OK Read',13:24:58,5.617269398,24.98155454,1.403281218,7.875554859,0.442391133
38,A,64,100,0.270544425,0.277939715,0.546253599,0.545958703,0.540458439,0.40237159,White LED,12.5 mA,b'OK Read',09:52:50,5.1917146,5.580302865,0.314107209,7.467237952,0.420320067
38,B,64,100,0.427855995,0.404285047,0.693322821,0.686571542,0.659584179,0.451550857,White LED,12.5 mA,b'OK Read',09:54:55,5.1917146,5.580302865,0.314107209,7.467237952,0.420320067
38,C,64,100,0.291054523,0.33177323,0.566622635,0.556329282,0.525436383,0.361625716,White LED,12.5 mA,b'OK Read',09:56:57,5.1917146,5.580302865,0.314107209,7.467237952,0.420320067
38,D,64,100,0.232492781,0.281208411,0.486722703,0.505522166,0.479610191,0.373954896,White LED,12.5 mA,b'OK Read',10:03:22,5.1917146,5.580302865,0.314107209,7.467237952,0.420320067
39,A,64,100,0.267958172,0.34518158,0.528697454,0.538943307,0.485601131,0.365613192,White LED,12.5 mA,b'OK Read',10:45:45,5.67246252,5.288899734,0.277642378,6.126188002,0.321596077
39,B,64,100,0.237800231,0.298385783,0.500180814,0.509530957,0.488015393,0.360617366,White LED,12.5 mA,b'OK Read',10:47:38,5.67246252,5.288899734,0.277642378,6.126188002,0.321596077
39,C,64,100,0.215401039,0.311026963,0.482260921,0.501774803,0.484908143,0.393296601,White LED,12.5 mA,b'OK Read',10:49:36,5.67246252,5.288899734,0.277642378,6.126188002,0.321596077
39,D,64,100,0.314713111,0.330772613,0.513929902,0.537897527,0.508603643,0.396229923,White LED,12.5 mA,b'OK Read',10:51:36,5.67246252,5.288899734,0.277642378,6.126188002,0.321596077
40,A,64,100,0.26766581,0.306824358,0.474646787,0.500990471,0.468120112,0.35035067,White LED,12.5 mA,b'OK Read',11:46:29,5.599440455,3.161964754,0.177052334,5.748328297,0.32187422
40,B,64,100,0.248932355,0.319999228,0.448142824,0.526502956,0.486070568,0.433400818,White LED,12.5 mA,b'OK Read',11:48:22,5.599440455,3.161964754,0.177052334,5.748328297,0.32187422
40,C,64,100,0.253969922,0.348350235,0.481266726,0.542189571,0.481957388,0.40516742,White LED,12.5 mA,b'OK Read',11:50:15,5.599440455,3.161964754,0.177052334,5.748328297,0.32187422
40,D,64,100,0.285612144,0.29891944,0.499283615,0.513866566,0.513543923,0.359609016,White LED,12.5 mA,b'OK Read',11:52:11,5.599440455,3.161964754,0.177052334,5.748328297,0.32187422
41,A,64,100,0.262335882,0.362892609,0.528309473,0.538202549,0.453701634,0.338983996,White LED,12.5 mA,b'OK Read',12:29:35,5.628855938,0.281348035,0.015836676,4.736760178,0.266625407
41,B,64,100,0.296991648,0.336576234,0.525375354,0.539553331,0.480370244,0.346500687,White LED,12.5 mA,b'OK Read',12:31:52,5.628855938,0.281348035,0.015836676,4.736760178,0.266625407
41,C,64,100,0.304548014,0.380737055,0.508692157,0.54260352,0.474245164,0.374413197,White LED,12.5 mA,b'OK Read',12:33:56,5.628855938,0.281348035,0.015836676,4.736760178,0.266625407
41,D,64,100,0.270342018,0.330105538,0.411139084,0.485303892,0.41149683,0.343750642,White LED,12.5 mA,b'OK Read',12:36:00,5.628855938,0.281348035,0.015836676,4.736760178,0.266625407
42,A,64,100,0.206945116,0.247354015,0.38327717,0.417524749,0.470892046,0.402509123,White LED,12.5 mA,b'OK Read',13:30:17,5.249529999,12.76727602,0.670221985,9.519314166,0.499719253
42,B,64,100,0.209418925,0.256226196,0.385338322,0.433625276,0.496845313,0.439038341,White LED,12.5 mA,b'OK Read',13:32:21,5.249529999,12.76727602,0.670221985,9.519314166,0.499719253
42,C,64,100,0.122430911,0.172640805,0.320957634,0.376369232,0.449499052,0.421896592,White LED,12.5 mA,b'OK Read',13:34:15,5.249529999,12.76727602,0.670221985,9.519314166,0.499719253
42,D,64,100,0.213332034,0.253524522,0.402845974,0.456305473,0.52961662,0.502013458,White LED,12.5 mA,b'OK Read',13:36:08,5.249529999,12.76727602,0.670221985,9.519314166,0.499719253
43,A,64,100,0.237845205,0.306690952,0.377602923,0.461425396,0.474155782,0.445363345,White LED,12.5 mA,b'OK Read',09:55:57,6.110231985,6.974218562,0.426140933,5.965372168,0.364498078
43,B,64,100,0.22621082,0.288668627,0.412553595,0.4802711,0.466190188,0.397467426,White LED,12.5 mA,b'OK Read',09:58:55,6.110231985,6.974218562,0.426140933,5.965372168,0.364498078
43,D,64,100,0.204808642,0.269801317,0.459685271,0.49199248,0.513834539,0.403654925,White LED,12.5 mA,b'OK Read',10:02:41,6.110231985,6.974218562,0.426140933,5.965372168,0.364498078
44,A,64,100,0.110376727,0.116972816,0.194742434,0.227346631,0.367906068,0.496009283,White LED,12.5 mA,b'OK Read',10:49:14,5.314398157,47.96954829,2.54929279,10.63657741,0.565270074
44,B,64,100,0.187964279,0.165369618,0.266276511,0.311378812,0.445900009,0.541430174,White LED,12.5 mA,b'OK Read',10:51:39,5.314398157,47.96954829,2.54929279,10.63657741,0.565270074
44,C,64,100,0.131539011,0.135517702,0.229515264,0.272140574,0.414671145,0.525755156,White LED,12.5 mA,b'OK Read',10:53:42,5.314398157,47.96954829,2.54929279,10.63657741,0.565270074
44,D,64,100,0.145864598,0.148325686,0.237735621,0.288219305,0.429894359,0.53285933,White LED,12.5 mA,b'OK Read',10:55:57,5.314398157,47.96954829,2.54929279,10.63657741,0.565270074
45,A,64,100,0.110016897,0.174508655,0.137102932,0.241181338,0.283183498,0.477675887,White LED,12.5 mA,b'OK Read',11:47:58,4.861220762,42.92549686,2.086703165,14.02764771,0.681914923
45,B,64,100,0.110039399,0.11260344,0.182399773,0.204579276,0.299904473,0.34934234,White LED,12.5 mA,b'OK Read',11:49:42,4.861220762,42.92549686,2.086703165,14.02764771,0.681914923
45,C,64,100,0.149890149,0.182113373,0.2445253,0.301966863,0.416392409,0.518696806,White LED,12.5 mA,b'OK Read',11:51:50,4.861220762,42.92549686,2.086703165,14.02764771,0.681914923
45,D,64,100,0.145684679,0.16490267,0.243846333,0.284537304,0.400498534,0.468142557,White LED,12.5 mA,b'OK Read',11:54:00,4.861220762,42.92549686,2.086703165,14.02764771,0.681914923
46,A,64,100,0.113480227,0.127412658,0.160139343,0.19104959,0.256470178,0.312492273,White LED,12.5 mA,b'OK Read',12:40:28,4.866033335,32.29710506,1.571587898,9.988564861,0.486046896
46,B,64,100,0.118045528,0.127145824,0.158175177,0.192117157,0.271939306,0.287238061,White LED,12.5 mA,b'OK Read',12:42:29,4.866033335,32.29710506,1.571587898,9.988564861,0.486046896
46,C,64,100,0.126726337,0.136551673,0.131937931,0.185733582,0.219742175,0.275917191,White LED,12.5 mA,b'OK Read',12:44:28,4.866033335,32.29710506,1.571587898,9.988564861,0.486046896
46,D,64,100,0.137656062,0.134984044,0.150633796,0.194971232,0.245918974,0.310475574,White LED,12.5 mA,b'OK Read',12:46:30,4.866033335,32.29710506,1.571587898,9.988564861,0.486046896
47,A,64,100,0.143075939,0.132349068,0.205848398,0.257020428,0.381810408,0.510675971,White LED,12.5 mA,b'OK Read',13:30:28,5.267589424,66.361642,3.495658835,9.27840669,0.488748369
47,B,64,100,0.143435778,0.133116216,0.178616957,0.237346836,0.361155074,0.478913398,White LED,12.5 mA,b'OK Read',13:32:27,5.267589424,66.361642,3.495658835,9.27840669,0.488748369
47,C,64,100,0.088562251,0.093057937,0.178398716,0.218065396,0.349106157,0.480563425,White LED,12.5 mA,b'OK Read',13:34:45,5.267589424,66.361642,3.495658835,9.27840669,0.488748369
47,D,64,100,0.106238725,0.100829449,0.155338063,0.19514554,0.311886344,0.410392446,White LED,12.5 mA,b'OK Read',13:36:39,5.267589424,66.361642,3.495658835,9.27840669,0.488748369
48,A,64,100,0.344173878,0.356555331,0.5933691,0.584499785,0.535428738,0.369096522,White LED,12.5 mA,b'OK Read',10:04:21,5.007953077,0,0,2.673416869,0.133883462
48,B,64,100,0.34266711,0.375400394,0.607457675,0.603977292,0.558721847,0.389950742,White LED,12.5 mA,b'OK Read',10:06:19,5.007953077,0,0,2.673416869,0.133883462
48,C,64,100,0.293011078,0.300920696,0.573994295,0.540272302,0.532947411,0.325600643,White LED,12.5 mA,b'OK Read',10:08:20,5.007953077,0,0,2.673416869,0.133883462
48,D,64,100,0.351730244,0.407887287,0.584372781,0.601144994,0.545398729,0.400950744,White LED,12.5 mA,b'OK Read',10:10:16,5.007953077,0,0,2.673416869,0.133883462
49,A,64,100,0.351325424,0.409621708,0.576370665,0.596460816,0.51803714,0.395725738,White LED,12.5 mA,b'OK Read',10:59:00,5.322973082,0.0913216,0.004861024,3.072144888,0.163529445
49,B,64,100,0.322179491,0.405819322,0.566210403,0.596025062,0.522485628,0.42400496,White LED,12.5 mA,b'OK Read',11:01:04,5.322973082,0.0913216,0.004861024,3.072144888,0.163529445
49,C,64,100,0.314510713,0.388641972,0.543077006,0.56334466,0.488931903,0.38981325,White LED,12.5 mA,b'OK Read',11:03:18,5.322973082,0.0913216,0.004861024,3.072144888,0.163529445
49,D,64,100,0.312846505,0.38023673,0.546593105,0.56212461,0.497135919,0.368684026,White LED,12.5 mA,b'OK Read',11:05:16,5.322973082,0.0913216,0.004861024,3.072144888,0.163529445
50,A,64,100,0.295709773,0.374666611,0.563955279,0.567222746,0.487590666,0.345904834,White LED,12.5 mA,b'OK Read',11:48:46,5.284508144,0.195940308,0.010354482,2.779005839,0.14685679
50,B,64,100,0.305874863,0.344147598,0.552097567,0.557222541,0.517835944,0.3740007,White LED,12.5 mA,b'OK Read',11:50:40,5.284508144,0.195940308,0.010354482,2.779005839,0.14685679
50,C,64,100,0.245918803,0.310493305,0.512426489,0.517461391,0.477486545,0.346042326,White LED,12.5 mA,b'OK Read',11:52:53,5.284508144,0.195940308,0.010354482,2.779005839,0.14685679
50,D,64,100,0.334346117,0.383338677,0.551782339,0.582408245,0.515958185,0.406313282,White LED,12.5 mA,b'OK Read',11:55:04,5.284508144,0.195940308,0.010354482,2.779005839,0.14685679
51,A,64,100,0.149327928,0.149726554,0.194742425,0.23956909,0.322370472,0.460534218,White LED,12.5 mA,b'OK Read',10:00:57,5.159518523,48.84406975,2.520118826,9.309055334,0.480302434
51,B,64,100,0.151666792,0.13715205,0.192002315,0.222597064,0.299636212,0.394396579,White LED,12.5 mA,b'OK Read',10:02:59,5.159518523,48.84406975,2.520118826,9.309055334,0.480302434
51,C,64,100,0.112603149,0.11934098,0.176531554,0.209002025,0.312288716,0.447700854,White LED,12.5 mA,b'OK Read',10:04:55,5.159518523,48.84406975,2.520118826,9.309055334,0.480302434
51,D,64,100,0.117528273,0.1289136,0.181454071,0.215015217,0.31213224,0.410759099,White LED,12.5 mA,b'OK Read',10:06:53,5.159518523,48.84406975,2.520118826,9.309055334,0.480302434
52,A,64,100,0.315185369,0.333974612,0.539075949,0.55297409,0.506211745,0.363092367,White LED,12.5 mA,b'OK Read',10:51:40,6.00630643,0.038189554,0.002293782,3.698674315,0.222153713
52,B,64,100,0.318468773,0.359990798,0.581293201,0.578551937,0.513610988,0.364192345,White LED,12.5 mA,b'OK Read',10:53:49,6.00630643,0.038189554,0.002293782,3.698674315,0.222153713
52,C,64,100,0.422646009,0.39895949,0.691285918,0.676033945,0.653757173,0.392884057,White LED,12.5 mA,b'OK Read',10:55:53,6.00630643,0.038189554,0.002293782,3.698674315,0.222153713
52,D,64,100,0.251676031,0.356488622,0.529255165,0.528028055,0.445564683,0.328167292,White LED,12.5 mA,b'OK Read',10:58:13,6.00630643,0.038189554,0.002293782,3.698674315,0.222153713
53,A,64,100,0.221473108,0.271535728,0.493439629,0.483255908,0.434946433,0.299200588,White LED,12.5 mA,b'OK Read',11:09:06,5.935649532,0.025539567,0.001515939,2.832338543,0.168117689
53,B,64,100,0.267710792,0.343613918,0.546447608,0.541535954,0.465817626,0.320054788,White LED,12.5 mA,b'OK Read',11:13:58,5.935649532,0.025539567,0.001515939,2.832338543,0.168117689
53,C,64,100,0.29145932,0.347149471,0.598121877,0.574761018,0.522865655,0.327296454,White LED,12.5 mA,b'OK Read',11:15:55,5.935649532,0.025539567,0.001515939,2.832338543,0.168117689
53,D,64,100,0.255836513,0.350685012,0.536069113,0.5401198,0.45595941,0.332979781,White LED,12.5 mA,b'OK Read',11:17:53,5.935649532,0.025539567,0.001515939,2.832338543,0.168117689
54,A,64,100,0.350718229,0.322967747,0.579232013,0.60334548,0.619190069,0.459709225,White LED,12.5 mA,b'OK Read',12:01:38,5.852969424,2.25332851,0.131886629,8.448794574,0.494505363
54,B,64,100,0.295822231,0.297685343,0.490263036,0.510598505,0.507061209,0.367125707,White LED,12.5 mA,b'OK Read',12:03:43,5.852969424,2.25332851,0.131886629,8.448794574,0.494505363
54,C,64,100,0.227949982,0.256893281,0.488614116,0.490184156,0.474513453,0.338525636,White LED,12.5 mA,b'OK Read',12:05:43,5.852969424,2.25332851,0.131886629,8.448794574,0.494505363
54,D,64,100,0.301894285,0.343013563,0.621497776,0.628923318,0.594354498,0.427625823,White LED,12.5 mA,b'OK Read',12:07:50,5.852969424,2.25332851,0.131886629,8.448794574,0.494505363
55,A,64,100,0.265979123,0.32370153,0.446615124,0.481665466,0.465795271,0.367263199,White LED,12.5 mA,b'OK Read',12:55:19,5.589274003,7.120216055,0.397968385,6.663899897,0.372463625
55,B,64,100,0.230986013,0.318531662,0.426997826,0.473386427,0.473820446,0.389354909,White LED,12.5 mA,b'OK Read',12:57:24,5.589274003,7.120216055,0.397968385,6.663899897,0.372463625
55,C,64,100,0.256421229,0.34471462,0.501587241,0.540163375,0.542045583,0.443071681,White LED,12.5 mA,b'OK Read',12:59:30,5.589274003,7.120216055,0.397968385,6.663899897,0.372463625
55,D,64,100,0.266114061,0.337543485,0.446784863,0.503692054,0.532276778,0.473734236,White LED,12.5 mA,b'OK Read',13:01:39,5.589274003,7.120216055,0.397968385,6.663899897,0.372463625
56,A,64,100,0.111748558,0.118473769,0.206212119,0.246715219,0.38994734,0.482350904,White LED,12.5 mA,b'OK Read',10:01:01,5.115946614,27.74947288,1.419648218,9.008343685,0.460862054
56,B,64,100,0.129694915,0.15823186,0.22318632,0.264144751,0.358249039,0.408238274,White LED,12.5 mA,b'OK Read',10:03:07,5.115946614,27.74947288,1.419648218,9.008343685,0.460862054
56,C,64,100,0.194373677,0.200324716,0.28999188,0.349331648,0.475184029,0.555684365,White LED,12.5 mA,b'OK Read',10:05:02,5.115946614,27.74947288,1.419648218,9.008343685,0.460862054
56,D,64,100,0.145392324,0.16733752,0.254249079,0.313012829,0.435371151,0.513196816,White LED,12.5 mA,b'OK Read',10:07:06,5.115946614,27.74947288,1.419648218,9.008343685,0.460862054
57,A,64,100,0.113615164,0.124477494,0.194766685,0.212923677,0.302832863,0.353558996,White LED,12.5 mA,b'OK Read',11:02:15,4.220611196,31.21150294,1.317316187,9.622674324,0.40613567
57,B,64,100,0.140332263,0.095426068,0.197385557,0.220723396,0.326975455,0.379042369,White LED,12.5 mA,b'OK Read',11:04:16,4.220611196,31.21150294,1.317316187,9.622674324,0.40613567
57,C,64,100,0.1516668,0.167370874,0.208952247,0.242074579,0.338130208,0.40214243,White LED,12.5 mA,b'OK Read',11:06:14,4.220611196,31.21150294,1.317316187,9.622674324,0.40613567
57,D,64,100,0.183533931,0.172007107,0.238826829,0.259155551,0.340365648,0.392700748,White LED,12.5 mA,b'OK Read',11:08:15,4.220611196,31.21150294,1.317316187,9.622674324,0.40613567
58,A,64,100,0.168983436,0.113270525,0.254758306,0.2845591,0.428262514,0.477171722,White LED,12.5 mA,b'OK Read',11:55:26,5.63027572,33.48903926,1.885525246,7.83974379,0.441399191
58,B,64,100,0.10560902,0.115104999,0.175513099,0.208457353,0.334575894,0.428084144,White LED,12.5 mA,b'OK Read',11:57:22,5.63027572,33.48903926,1.885525246,7.83974379,0.441399191
58,C,64,100,0.109027376,0.094425451,0.189941172,0.210265668,0.333994691,0.399529937,White LED,12.5 mA,b'OK Read',11:59:19,5.63027572,33.48903926,1.885525246,7.83974379,0.441399191
58,D,64,100,0.126703842,0.112269897,0.209655465,0.240396988,0.374634678,0.477721731,White LED,12.5 mA,b'OK Read',12:01:13,5.63027572,33.48903926,1.885525246,7.83974379,0.441399191
59,A,64,100,0.101178671,0.128113087,0.177137777,0.197651038,0.281506934,0.375284034,White LED,12.5 mA,b'OK Read',12:48:25,4.30139202,45.29454934,1.948296131,11.17232809,0.480565629
59,B,64,100,0.093442402,0.129247132,0.158247912,0.176430569,0.216925532,0.283571354,White LED,12.5 mA,b'OK Read',12:50:22,4.30139202,45.29454934,1.948296131,11.17232809,0.480565629
59,C,64,100,0.138398203,0.156297312,0.184169921,0.218762561,0.270575714,0.346225682,White LED,12.5 mA,b'OK Read',12:52:19,4.30139202,45.29454934,1.948296131,11.17232809,0.480565629
59,D,64,100,0.116538753,0.131581942,0.179659663,0.20847914,0.30623071,0.409338272,White LED,12.5 mA,b'OK Read',12:54:16,4.30139202,45.29454934,1.948296131,11.17232809,0.480565629
60,A,64,100,0.114334818,0.098227827,0.166662269,0.193119352,0.289219148,0.351542337,White LED,12.5 mA,b'OK Read',13:37:59,5.779122318,21.00924603,1.214150026,6.263284047,0.361962846
60,B,64,100,0.113637651,0.086620596,0.180993346,0.195668425,0.272542874,0.290171382,White LED,12.5 mA,b'OK Read',13:39:57,5.779122318,21.00924603,1.214150026,6.263284047,0.361962846
60,C,64,100,0.113862537,0.094058554,0.185212645,0.212727591,0.311327467,0.386834084,White LED,12.5 mA,b'OK Read',13:42:00,5.779122318,21.00924603,1.214150026,6.263284047,0.361962846
60,D,64,100,0.128030699,0.088021476,0.187370792,0.208827727,0.287855518,0.314829782,White LED,12.5 mA,b'OK Read',13:43:58,5.779122318,21.00924603,1.214150026,6.263284047,0.361962846
1,A,64,100,0.19725088,0.248926095,0.462654945,0.465556673,0.397093417,0.258645227,White LED,25 mA,b'OK Read',10:34:06,5.686111108,1.747139767,0.099344308,3.721432533,0.211604789
1,B,64,100,0.221029894,0.251507917,0.49136618,0.479464953,0.442331728,0.278507674,White LED,25 mA,b'OK Read',10:38:47,5.686111108,1.747139767,0.099344308,3.721432533,0.211604789
1,C,64,100,0.247637672,0.313998493,0.50401274,0.516464147,0.473272345,0.336241189,White LED,25 mA,b'OK Read',10:41:03,5.686111108,1.747139767,0.099344308,3.721432533,0.211604789
1,D,64,100,0.212098996,0.276289886,0.462995492,0.475238733,0.408360162,0.285441464,White LED,25 mA,b'OK Read',10:43:09,5.686111108,1.747139767,0.099344308,3.721432533,0.211604789
2,A,64,100,0.239080539,0.304075173,0.508780436,0.521401684,0.466774115,0.334700343,White LED,25 mA,b'OK Read',11:24:04,6.058895851,0.160860791,0.009746388,3.072162694,0.186139138
2,B,64,100,0.25084808,0.298771027,0.534296379,0.532650137,0.477760321,0.316619499,White LED,25 mA,b'OK Read',11:26:07,6.058895851,0.160860791,0.009746388,3.072162694,0.186139138
2,C,64,100,0.305897034,0.371957729,0.522629412,0.55151486,0.500691147,0.402858642,White LED,25 mA,b'OK Read',11:28:08,6.058895851,0.160860791,0.009746388,3.072162694,0.186139138
2,D,64,100,0.230806674,0.311328866,0.488915063,0.510459674,0.439109877,0.320495675,White LED,25 mA,b'OK Read',11:30:02,6.058895851,0.160860791,0.009746388,3.072162694,0.186139138
3,A,64,100,0.162243347,0.205544498,0.336008493,0.380427089,0.445421111,0.395395162,White LED,25 mA,b'OK Read',12:37:55,6.417233627,14.98477248,0.961607859,7.723769073,0.495652306
3,B,64,100,0.244557108,0.237264001,0.43976247,0.484682454,0.529617628,0.425562024,White LED,25 mA,b'OK Read',12:39:57,6.417233627,14.98477248,0.961607859,7.723769073,0.495652306
3,C,64,100,0.125441747,0.151607284,0.306607747,0.342629554,0.455846328,0.443065043,White LED,25 mA,b'OK Read',12:42:01,6.417233627,14.98477248,0.961607859,7.723769073,0.495652306
3,D,64,100,0.160685352,0.182343242,0.316849449,0.372742719,0.407752391,0.365854297,White LED,25 mA,b'OK Read',12:44:03,6.417233627,14.98477248,0.961607859,7.723769073,0.495652306
4,A,64,100,0.267203033,0.335718569,0.549402483,0.584662414,0.572748271,0.480775615,White LED,25 mA,b'OK Read',10:13:08,6.08979402,15.9797255,0.973132368,6.087444513,0.370712832
4,B,64,100,0.209726599,0.250436549,0.443420224,0.472060576,0.505646644,0.413692696,White LED,25 mA,b'OK Read',10:15:14,6.08979402,15.9797255,0.973132368,6.087444513,0.370712832
4,C,64,100,0.143783524,0.167115771,0.325615442,0.350540929,0.436316568,0.358583426,White LED,25 mA,b'OK Read',10:17:12,6.08979402,15.9797255,0.973132368,6.087444513,0.370712832
4,D,64,100,0.15321408,0.235542784,0.347637619,0.411879633,0.454724339,0.442390945,White LED,25 mA,b'OK Read',10:19:22,6.08979402,15.9797255,0.973132368,6.087444513,0.370712832
5,A,64,100,0.114524014,0.156612861,0.255083935,0.322743275,0.396859673,0.430401231,White LED,25 mA,b'OK Read',10:59:35,5.655651236,21.50267212,1.216116141,7.340850627,0.415172909
5,B,64,100,0.201854037,0.249154415,0.40928961,0.453139104,0.476007205,0.433242184,White LED,25 mA,b'OK Read',11:01:34,5.655651236,21.50267212,1.216116141,7.340850627,0.415172909
5,C,64,100,0.136147018,0.198519131,0.297135435,0.341346925,0.389636808,0.407023751,White LED,25 mA,b'OK Read',11:03:35,5.655651236,21.50267212,1.216116141,7.340850627,0.415172909
5,D,64,100,0.164320658,0.249294922,0.427162154,0.45587459,0.44054742,0.353888675,White LED,25 mA,b'OK Read',11:05:38,5.655651236,21.50267212,1.216116141,7.340850627,0.415172909
6,A,64,100,0.148693556,0.133956062,0.291371324,0.323901041,0.44386667,0.432303223,White LED,25 mA,b'OK Read',11:51:32,5.57158049,21.89740081,1.220031311,7.32134921,0.407914864
6,B,64,100,0.159977174,0.150325149,0.293805624,0.333344748,0.436819143,0.414390906,White LED,25 mA,b'OK Read',11:53:31,5.57158049,21.89740081,1.220031311,7.32134921,0.407914864
6,C,64,100,0.119705509,0.109384866,0.248235105,0.284605221,0.416938755,0.408227532,White LED,25 mA,b'OK Read',11:55:29,5.57158049,21.89740081,1.220031311,7.32134921,0.407914864
6,D,64,100,0.143913364,0.136976977,0.243353901,0.281517861,0.437637251,0.468874209,White LED,25 mA,b'OK Read',11:57:30,5.57158049,21.89740081,1.220031311,7.32134921,0.407914864
7,A,64,100,0.202113697,0.216697245,0.431564069,0.459098169,0.483323569,0.378927408,White LED,25 mA,b'OK Read',12:42:36,6.417618118,21.72168071,1.394014517,6.187696603,0.397102738
7,B,64,100,0.13571031,0.199994452,0.363466852,0.406102171,0.430729959,0.352997867,White LED,25 mA,b'OK Read',12:44:38,6.417618118,21.72168071,1.394014517,6.187696603,0.397102738
7,C,64,100,0.156412687,0.165780957,0.386447611,0.388883288,0.504033758,0.43037716,White LED,25 mA,b'OK Read',12:48:30,6.417618118,21.72168071,1.394014517,6.187696603,0.397102738
7,D,64,100,0.136410618,0.221158359,0.303551218,0.389280564,0.431142913,0.429478339,White LED,25 mA,b'OK Read',12:51:27,6.417618118,21.72168071,1.394014517,6.187696603,0.397102738
8,A,64,100,0.121298905,0.147251561,0.292582169,0.321562813,0.430402713,0.42288962,White LED,25 mA,b'OK Read',13:40:15,6.339274352,19.23054421,1.219076957,8.007546421,0.507620337
